const,cast,cast_id,cover_url,genres,plot,rating,title,year
1386697,"Will Smith, Jaime FitzSimons, Ike Barinholtz","['0000226', '2968738', '0054697', '3053338', '0246024', '2262926', '0205626', '0926471', '1092086', '0235960']","https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Fantasy",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,6.1,Suicide Squad,2016
948470,"Andrew Garfield, Emma Stone, Rhys Ifans","['1940449', '1297015', '0406975', '0001459', '0000640', '0000398', '0451234', '0001714', '0001110', '3024712']","https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",7.0,The Amazing Spider-Man,2012
758758,"Emile Hirsch, Marcia Gay Harden, William Hurt","['0386472', '0001315', '0000458', '0540441', '1619626', '0001416', '0000681', '0829576', '0001358', '2946106']","https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Biography, Drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",8.1,Into the Wild,2007
113277,"Al Pacino, Robert De Niro, Val Kilmer","['0000199', '0000134', '0000174', '0000685', '0001744', '0893204', '0000312', '0000171', '0932112', '0836071']","https://m.media-amazon.com/images/M/MV5BNDc0YTQ5NGEtM2NkYS00MWRhLThiNzAtNmY3NWU3YzNkMjIyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Crime, Drama, Thriller",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,8.2,Heat,1995
1392214,"Hugh Jackman, Jake Gyllenhaal, Viola Davis","['0413168', '0350453', '0205626', '0004742', '0005024', '0502425', '0200452', '1910255', '2954703', '4961013']","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama, Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",8.1,Prisoners,2013
780504,"Ryan Gosling, Carey Mulligan, Bryan Cranston","['0331516', '1659547', '0186505', '0000983', '1209966', '0376716', '0000579', '4541945', '0004178', '0080866']","https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,7.8,Drive,2011
2562232,"Michael Keaton, Emma Stone, Kenny Chin","['0000474', '1297015', '2196179', '3691128', '0302108', '0915208', '0787892', '2057859', '1255832', '0949433']","https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SY150_CR0,0,101,150_.jpg","Comedy, Drama","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",7.7,Birdman or (The Unexpected Virtue of Ignorance),2014
2294629,"Kristen Bell, Idina Menzel, Jonathan Groff","['0068338', '0579953', '2676147', '1265802', '2949014', '0876138', '0001354', '0930261', '0027459', '6104921']","https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SY150_CR0,0,101,150_.jpg","Animation, Adventure, Comedy","When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",7.5,Frozen,2013
73195,"Roy Scheider, Robert Shaw, Richard Dreyfuss","['0001702', '0001727', '0000377', '0308882', '0358069', '0331956', '0469552', '0045681', '0277204', '0343722']","https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg","Adventure, Drama, Thriller","When a killer shark unleashes chaos on a beach resort, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",8.0,Jaws,1975
2543164,"Amy Adams, Jeremy Renner, Forest Whitaker","['0010736', '0719637', '0001845', '0836121', '1975628', '0002245', '6786013', '7160974', '7852444', '0774891']","https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX101_CR0,0,101,150_.jpg","Drama, Mystery, Sci-Fi",A linguist is recruited by the military to communicate with alien lifeforms after twelve mysterious spacecrafts land around the world.,7.9,Arrival,2016
1276104,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","['0330687', '0000246', '1289434', '0200452', '0781913', '0005305', '0001099', '3163952', '0944647', '1139632']","https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SY150_CR0,0,101,150_.jpg","Action, Crime, Drama","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",7.4,Looper,2012
316654,"Tobey Maguire, Kirsten Dunst, James Franco","['0001497', '0000379', '0290556', '0000547', '0365281', '0799777', '0614220', '0319171', '0048414', '0638056']","https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR4,0,101,150_.jpg","Action, Adventure, Sci-Fi",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,7.3,Spider-Man 2,2004
1250777,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters","['1093951', '0113595', '1404239', '0878597', '0960912', '2348343', '0001527', '2395586', '0727176', '2880491']","https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SY150_CR0,0,101,150_.jpg","Action, Comedy","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",7.6,Kick-Ass,2010
116629,"Will Smith, Bill Pullman, Jeff Goldblum","['0000226', '0000597', '0000156', '0001521', '0002139', '0005162', '0001642', '0171513', '0714310', '0001213']","https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",7.0,Independence Day,1996
1211837,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","['1212722', '0252230', '1046097', '0938950', '0586568', '0842770', '0836121', '0000973', '0012078', '2333360']","https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",7.5,Doctor Strange,2016
120735,"Jason Flemyng, Dexter Fletcher, Nick Moran","['0002076', '0002077', '0602941', '0005458', '0533599', '0746583', '0546017', '0285305', '0005068', '0572597']","https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg","Comedy, Crime","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",8.2,"Lock, Stock and Two Smoking Barrels",1998
119488,"Kevin Spacey, Russell Crowe, Guy Pearce","['0000228', '0000128', '0001602', '0000342', '0000107', '0000362', '0000657', '0726492', '0566783', '0002117']","https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg","Crime, Drama, Mystery","As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",8.3,L.A. Confidential,1997
1219289,"Bradley Cooper, Robert De Niro, Abbie Cornish","['0177896', '0000134', '0180411', '0397110', '0295484', '0926615', '0032962', '0121559', '1622660', '0251999']","https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR1,0,101,150_.jpg","Mystery, Sci-Fi, Thriller","With the help of a mysterious pill that enables the user to access one hundred percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",7.4,Limitless,2011
295297,"Daniel Radcliffe, Rupert Grint, Emma Watson","['0705356', '0342488', '0914612', '0341743', '0789716', '0577982', '0429363', '0636235', '0166688', '0962359']","https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SY150_CR0,0,101,150_.jpg","Adventure, Family, Fantasy",An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,7.4,Harry Potter and the Chamber of Secrets,2002
304141,"Daniel Radcliffe, Richard Griffiths, Pam Ferris","['0705356', '0341743', '0274913', '0789716', '0577982', '0712628', '0813893', '0408846', '0377901', '0306977']","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Family, Fantasy","It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry.",7.9,Harry Potter and the Prisoner of Azkaban,2004
1825683,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","['1569276', '0430107', '2143282', '1775091', '0293509', '2257207', '4004793', '6328300', '1250791', '0000291']","https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",7.3,Black Panther,2018
330373,"Eric Sykes, Timothy Spall, David Tennant","['0843059', '0001758', '0855039', '0705356', '0914612', '0342488', '0931247', '0962359', '0962360', '0942247']","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Family, Fantasy","A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7,Harry Potter and the Goblet of Fire,2005
478970,"Paul Rudd, Michael Douglas, Evangeline Lilly","['0748620', '0000140', '1431940', '1015684', '0134072', '1107001', '0339460', '5338858', '0671567', '2810287']","https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Comedy","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",7.3,Ant-Man,2015
829482,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse","['1706767', '0148418', '2395586', '0352778', '0736622', '0532900', '1297015', '0267124', '0516266', '0180984']","https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,7.6,Superbad,2007
290334,"Patrick Stewart, Hugh Jackman, Ian McKellen","['0001772', '0413168', '0005212', '0000932', '0000463', '0005188', '0001593', '0005381', '0004051', '0001086']","https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",7.5,X2: X-Men United,2003
234215,"Ray Anthony, Christine Anu, Andy Arness","['0030991', '0031655', '1060253', '1369391', '0048127', '0060561', '0061334', '0000899', '0076780', '0077688']","https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Action, Sci-Fi","Following the events of The Matrix (1999), Neo and the rebel leaders estimate they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. Neo must decide how he can save Trinity from a dark fate in his dreams.",7.2,The Matrix Reloaded,2003
1232829,"Jonah Hill, Channing Tatum, Brie Larson","['1706767', '1475594', '0488953', '2002649', '1443527', '1154986', '0001084', '3967702', '0663177', '2608689']","https://m.media-amazon.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX101_CR0,0,101,150_.jpg","Action, Comedy, Crime",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,7.2,21 Jump Street,2012
451279,"Gal Gadot, Chris Pine, Connie Nielsen","['2933757', '1517976', '0001567', '0000705', '0396812', '0000667', '0846548', '0001971', '4726999', '0205063']","https://m.media-amazon.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Fantasy","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",7.5,Wonder Woman,2017
258463,"Matt Damon, Franka Potente, Chris Cooper","['0000354', '0004376', '0177933', '0654110', '0004051', '0015382', '0542759', '0324658', '0357979', '0005466']","https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg","Action, Mystery, Thriller","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",7.9,The Bourne Identity,2002
119654,"Tommy Lee Jones, Will Smith, Linda Fiorentino","['0000169', '0000226', '0000400', '0000352', '0001800', '0001724', '0266441', '0638276', '0340973', '0129564']","https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg","Adventure, Comedy, Mystery",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,7.3,Men in Black,1997
34583,"Humphrey Bogart, Ingrid Bergman, Paul Henreid","['0000007', '0000006', '0002134', '0001647', '0891998', '0002113', '0000048', '0757064', '0495495', '0933330']","https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX101_CR0,0,101,150_.jpg","Drama, Romance, War",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,Casablanca,1942
240772,"George Clooney, Cecelia Ann Birt, Paul L. Nolan","['0000123', '0083781', '0634342', '0282665', '1131138', '0005170', '0000093', '0304629', '0673633', '0001285']","https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg","Crime, Thriller",Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,7.8,Ocean's Eleven,2001
1318514,"Andy Serkis, Karin Konoval, Terry Notary","['0785227', '0465269', '1024953', '0725956', '1341724', '1981476', '0135778', '0290556', '2951768', '0001475']","https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg","Action, Drama, Sci-Fi",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,7.6,Rise of the Planet of the Apes,2011
332280,"Tim Ivey, Gena Rowlands, Starletta DuPois","['1658940', '0001687', '0210915', '0001258', '1655411', '0333592', '1661193', '0248474', '1101858', '0175305']","https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SY150_CR0,0,101,150_.jpg","Drama, Romance","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",7.9,The Notebook,2004
3748528,"Felicity Jones, Diego Luna, Alan Tudyk","['0428065', '0526019', '0876138', '0947447', '0422638', '0578853', '0377844', '0001845', '1981893', '0586568']","https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi",The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,7.8,Rogue One: A Star Wars Story,2016
162222,"Tom Hanks, Paul Sanchez, Lari White","['0000158', '0584052', '0925096', '0162904', '0111944', '0660528', '0025649', '0839532', '0901952', '0099228']","https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, Romance",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,7.8,Cast Away,2000
75148,"Sylvester Stallone, Talia Shire, Burt Young","['0000230', '0001735', '0949350', '0001835', '0580565', '0203076', '0818874', '0303729', '0049852', '0759299']","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX101_CR0,0,101,150_.jpg","Drama, Sport",A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,8.1,Rocky,1976
181689,"Tom Cruise, Max von Sydow, Steve Harris","['0000129', '0001884', '0004996', '0568180', '0453304', '0004800', '0168044', '0132625', '0938570', '0779455']","https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg","Action, Crime, Mystery","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",7.7,Minority Report,2002
365748,"Simon Pegg, Kate Ashfield, Nick Frost","['0670408', '0038918', '0296545', '0205063', '0602836', '1684741', '1022891', '0419773', '1684719', '0784818']","https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg","Comedy, Horror",A man's uneventful life is disrupted by the zombie apocalypse.,7.9,Shaun of the Dead,2004
120363,"Tom Hanks, Tim Allen, Joan Cusack","['0000158', '0000741', '0000349', '0001288', '0725543', '0001815', '0001728', '0001652', '0001633', '0001431']","https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY150_CR0,0,101,150_.jpg","Animation, Adventure, Comedy","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",7.9,Toy Story 2,1999
467406,"Ellen Page, Michael Cera, Jennifer Garner","['0680983', '0148418', '0004950', '0000867', '0005049', '0799777', '1880888', '0669826', '0933988', '0163818']","https://m.media-amazon.com/images/M/MV5BMTIwMDgwODc5Nl5BMl5BanBnXkFtZTYwMjQzMDM4._V1_SX101_CR0,0,101,150_.jpg","Comedy, Drama","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",7.5,Juno,2007
1323594,"Steve Carell, Jason Segel, Russell Brand","['0136797', '0781981', '1258970', '0000267', '0004715', '1325419', '1388927', '3269138', '3220568', '1853544']","https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SY150_CR0,0,101,150_.jpg","Animation, Comedy, Family","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",7.7,Despicable Me,2010
1798709,"Joaquin Phoenix, Lynn Adrianna, Lisa Renee Pitts","['0001618', '1842419', '0686014', '2415610', '0695435', '2995162', '6130314', '1913734', '0352778', '1325419']","https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SY150_CR0,0,101,150_.jpg","Drama, Romance, Sci-Fi","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8.0,Her,2013
343818,"Will Smith, Bridget Moynahan, Alan Tudyk","['0000226', '0005256', '0876138', '0000342', '0339304', '0723058', '0564277', '0913682', '0389524', '0793946']","https://m.media-amazon.com/images/M/MV5BNmE1OWI2ZGItMDUyOS00MmU5LWE0MzUtYTQ0YzA1YTE5MGYxXkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_SY150_CR5,0,101,150_.jpg","Action, Crime, Drama","In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",7.1,"I, Robot",2004
450259,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly","['0000138', '0005023', '0000124', '2218894', '0903677', '1123737', '2335116', '2467417', '0362873', '0908534']","https://m.media-amazon.com/images/M/MV5BZmNjOTEyMzEtNWJiMy00Njg5LTk2OTctMDk3MmEwOWQyZTgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg","Adventure, Drama, Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",8.0,Blood Diamond,2006
469494,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer","['0000358', '2872491', '2872058', '2871845', '2872133', '0215916', '2871955', '2871847', '0006670', '2827673']","https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SY150_CR0,0,101,150_.jpg",Drama,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",8.2,There Will Be Blood,2007
71853,"Graham Chapman, John Cleese, Eric Idle","['0001037', '0000092', '0001385', '0000416', '0001402', '0001589', '0095665', '0166470', '0409183', '0240436']","https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg","Adventure, Comedy, Fantasy","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",8.3,Monty Python and the Holy Grail,1975
3896198,"Chris Pratt, Zoe Saldana, Dave Bautista","['0695435', '0757855', '1176985', '0004874', '0177896', '0740264', '2394794', '2962353', '0000230', '0000621']","https://m.media-amazon.com/images/M/MV5BMTg2MzI1MTg3OF5BMl5BanBnXkFtZTgwNTU3NDA2MTI@._V1_SY150_CR0,0,101,150_.jpg","Action, Adventure, Comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.7,Guardians of the Galaxy Vol. 2,2017
413300,"Tobey Maguire, Kirsten Dunst, James Franco","['0001497', '0000379', '0290556', '0002006', '0333410', '0397171', '0365281', '0799777', '0000342', '0000622']","https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg","Action, Adventure, Sci-Fi","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",6.2,Spider-Man 3,2007
5013056,"Fionn Whitehead, Damien Bonnard, Aneurin Barnard","['7887725', '4044784', '2902567', '5218471', '5914751', '4422686', '0753314', '6077951', '0362766', '4110963']","https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SY150_CR0,0,101,150_.jpg","Action, Drama, History","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",7.9,Dunkirk,2017
1156398,"Jesse Eisenberg, Woody Harrelson, Emma Stone","['0251986', '0000437', '1297015', '1113550', '1720028', '0000195', '1737393', '4507040', '2146169', '3496686']","https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SY150_CR3,0,101,150_.jpg","Adventure, Comedy, Horror","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",7.6,Zombieland,2009
364569,"Min-sik Choi, Ji-tae Yu, Hye-jeong Kang","['0158856', '0949167', '1367246', '1203041', '1367681', '1366028', '1800416', '1517134', '1139514', '1059108']","https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SY150_CR0,0,101,150_.jpg","Action, Drama, Mystery","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",8.4,Oldboy,2003
